Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-12-11 16:50:03.268 +0530,"Success",0:00:00,0,0,0,"20231211_165003.268/LogFile.txt","","",1
2023-12-11 16:50:37.887 +0530,"Success",0:00:00,0,0,0,"20231211_165037.887/LogFile.txt","","",1
